name,email,phone,phone_clean,website,rating,maps_url
Herramientas Azteca,,+52 55 5542 7972,525555427972,,4.0,https://www.google.com/maps/place/Herramientas+Azteca/data=!4m7!3m6!1s0x85d1feca57e6ca1f:0xe64de112f33e7e18!8m2!3d19.4307066!4d-99.1257716!16s%2Fg%2F1x6q22qy!19sChIJH8rmV8r-0YURGH4-8xLhTeY?authuser=0&hl=en&rclk=1
BOLTS AND HARDWARE ANGELO,,+52 55 5491 1697,525554911697,,4.0,https://www.google.com/maps/place/BOLTS+AND+HARDWARE+ANGELO/data=!4m7!3m6!1s0x85d1fecb0bf635e1:0x91250a61a31f82d!8m2!3d19.4311695!4d-99.1273167!16s%2Fg%2F1pwftl3ys!19sChIJ4TX2C8v-0YURLfgxGqZQEgk?authuser=0&hl=en&rclk=1
Ferre Tauro,,+52 55 5542 8583,525555428583,,4.2,https://www.google.com/maps/place/Ferre+Tauro/data=!4m7!3m6!1s0x85d1fecaff53d013:0xfd3bee407ea7dc4a!8m2!3d19.4310378!4d-99.1259004!16s%2Fg%2F1tkp59vb!19sChIJE9BT_8r-0YURStynfkDuO_0?authuser=0&hl=en&rclk=1
Ferretería y Tlapaleria Puerto Tampico,,+52 55 5207 2454,525552072454,,3.8,https://www.google.com/maps/place/Ferreter%C3%ADa+y+Tlapaleria+Puerto+Tampico/data=!4m7!3m6!1s0x85d1ff49205e4831:0x60c543740ed71ef1!8m2!3d19.4220563!4d-99.1718013!16s%2Fg%2F1vb9ddfn!19sChIJMUheIEn_0YUR8R7XDnRDxWA?authuser=0&hl=en&rclk=1
Ferretería Progreso Roldán,,+52 55 5522 6628,525555226628,,4.4,https://www.google.com/maps/place/Ferreter%C3%ADa+Progreso+Rold%C3%A1n/data=!4m7!3m6!1s0x85d1fecb0800e7cb:0xfeb891b292f31d0b!8m2!3d19.4308072!4d-99.1269462!16s%2Fg%2F11cmj02dgm!19sChIJy-cACMv-0YURCx3zkrKRuP4?authuser=0&hl=en&rclk=1
Tlapalería y Ferretería Yaab,,+52 55 5541 8305,525555418305,,4.1,https://www.google.com/maps/place/Tlapaler%C3%ADa+y+Ferreter%C3%ADa+Yaab/data=!4m7!3m6!1s0x85d1f8d0065e9df9:0x49f79b428f27ddbf!8m2!3d19.4444092!4d-99.1558888!16s%2Fg%2F1yf_9m9md!19sChIJ-Z1eBtD40YURv90nj0Kb90k?authuser=0&hl=en&rclk=1
HERRAMIENTAS DEL CENTRO LA CHIQUITA,,+52 55 5522 0580,525555220580,,4.2,https://www.google.com/maps/place/HERRAMIENTAS+DEL+CENTRO+LA+CHIQUITA/data=!4m7!3m6!1s0x85d1fecaf8306471:0xbfcce0f06f7ea5bb!8m2!3d19.4307998!4d-99.1257057!16s%2Fg%2F11cmyyzpxl!19sChIJcWQw-Mr-0YURu6V-b_DgzL8?authuser=0&hl=en&rclk=1
Plomecsa. Corregidora,,+52 55 5932 3242,525559323242,,4.1,https://www.google.com/maps/place/Plomecsa.+Corregidora/data=!4m7!3m6!1s0x85d1fecaf5e7d387:0xff75f76bd5cbb28e!8m2!3d19.4309667!4d-99.1251702!16s%2Fg%2F11f_d7_lls!19sChIJh9Pn9cr-0YURjrLL1Wv3df8?authuser=0&hl=en&rclk=1
Tlapalería Fher,,+52 55 5709 1311,525557091311,,4.1,https://www.google.com/maps/place/Tlapaler%C3%ADa+Fher/data=!4m7!3m6!1s0x85d1fff70cfac585:0x1602018abdb3701b!8m2!3d19.4271039!4d-99.1352273!16s%2Fg%2F11g_zkydz4!19sChIJhcX6DPf_0YURG3CzvYoBAhY?authuser=0&hl=en&rclk=1
Cerrajeria y Ferreteria,,+52 55 4621 2421,525546212421,,N/A,https://www.google.com/maps/place/Cerrajeria+y+Ferreteria/data=!4m7!3m6!1s0x85d1ffc0bc57345b:0x7b91772550bb87fe!8m2!3d19.43135!4d-99.1272579!16s%2Fg%2F11h6gwggc_!19sChIJWzRXvMD_0YUR_oe7UCV3kXs?authuser=0&hl=en&rclk=1
Martin Paz Zuñiga,,+52 55 5542 7972,525555427972,,5.0,https://www.google.com/maps/place/Martin+Paz+Zu%C3%B1iga/data=!4m7!3m6!1s0x85d1feca57e6ca1f:0x635953e64206fb41!8m2!3d19.4307174!4d-99.1257541!16s%2Fg%2F1tfkr34r!19sChIJH8rmV8r-0YURQfsGQuZTWWM?authuser=0&hl=en&rclk=1
Ferretería y artículos para el hogar,,+52 55 1491 3599,525514913599,,5.0,https://www.google.com/maps/place/Ferreter%C3%ADa+y+art%C3%ADculos+para+el+hogar/data=!4m7!3m6!1s0x85d1f9c63138a057:0x574875176a434310!8m2!3d19.4381294!4d-99.1279537!16s%2Fg%2F11g1l1gnzz!19sChIJV6A4Mcb50YUREENDahd1SFc?authuser=0&hl=en&rclk=1
Tlapalería y Ferretería Ángeles,,+52 55 5526 8958,525555268958,,4.2,https://www.google.com/maps/place/Tlapaler%C3%ADa+y+Ferreter%C3%ADa+%C3%81ngeles/data=!4m7!3m6!1s0x85d1f92dec584017:0xce552a65b8f4df04!8m2!3d19.4381409!4d-99.1362183!16s%2Fg%2F1tcy97bk!19sChIJF0BY7C350YURBN_0uGUqVc4?authuser=0&hl=en&rclk=1
Ferretra Max S.A. de C.V.,,+52 55 5542 1735,525555421735,,3.8,https://www.google.com/maps/place/Ferretra+Max+S.A.+de+C.V./data=!4m7!3m6!1s0x85d1fecb0016f60f:0x2aab134f855598e5!8m2!3d19.4307884!4d-99.12625!16s%2Fg%2F1td611wc!19sChIJD_YWAMv-0YUR5ZhVhU8Tqyo?authuser=0&hl=en&rclk=1
Ferretería Ferreuno,,+52 55 5579 6855,525555796855,,4.1,https://www.google.com/maps/place/Ferreter%C3%ADa+Ferreuno/data=!4m7!3m6!1s0x85d1fef29a022c6d:0xfc3aed577626b3c1!8m2!3d19.3977297!4d-99.1252494!16s%2Fg%2F1pty4jx49!19sChIJbSwCmvL-0YURwbMmdlftOvw?authuser=0&hl=en&rclk=1
Tlapaleria y Ferreteria El Girasol,,+52 55 5547 6536,525555476536,,4.2,https://www.google.com/maps/place/Tlapaleria+y+Ferreteria+El+Girasol/data=!4m7!3m6!1s0x85d1f8c4b12587c3:0x395b6a4d567a1adf!8m2!3d19.4486999!4d-99.1574866!16s%2Fg%2F1tf2sknz!19sChIJw4clscT40YUR3xp6Vk1qWzk?authuser=0&hl=en&rclk=1
Tlapalería y Ferreteria El Surtidor,,+52 55 4295 2072,525542952072,,4.1,https://www.google.com/maps/place/Tlapaler%C3%ADa+y+Ferreteria+El+Surtidor/data=!4m7!3m6!1s0x85d1f94e6bccfced:0x926ac028fecc0191!8m2!3d19.4475758!4d-99.105303!16s%2Fg%2F1ptxt2pbg!19sChIJ7fzMa0750YURkQHM_ijAapI?authuser=0&hl=en&rclk=1
Ferreteria,,+52 55 3889 5728,525538895728,,4.0,https://www.google.com/maps/place/Ferreteria/data=!4m7!3m6!1s0x85d1fe57a23de41b:0x88396712d3ad2719!8m2!3d19.3837037!4d-99.1364229!16s%2Fg%2F11f54_xs1m!19sChIJG-Q9olf-0YURGSet0xJnOYg?authuser=0&hl=en&rclk=1
Alfa ferretería,,+52 55 5588 4773,525555884773,,5.0,https://www.google.com/maps/place/Alfa+ferreter%C3%ADa/data=!4m7!3m6!1s0x85d1ff20b21c676f:0xba428c3c7a2e319e!8m2!3d19.414728!4d-99.146363!16s%2Fg%2F11f_d86vfq!19sChIJb2ccsiD_0YURnjEuejyMQro?authuser=0&hl=en&rclk=1
"""casa de la herramienta"" TLAPALERIA",,,,,4.8,https://www.google.com/maps/place/%22casa+de+la+herramienta%22+TLAPALERIA/data=!4m7!3m6!1s0x85d1ff0bc63cf39d:0x808bfd54ace20f9b!8m2!3d19.4051452!4d-99.1261307!16s%2Fg%2F11h6yrkh72!19sChIJnfM8xgv_0YURmw_irFT9i4A?authuser=0&hl=en&rclk=1
Ferretería Pirámide,,+52 55 5696 5238,525556965238,,5.0,https://www.google.com/maps/place/Ferreter%C3%ADa+Pir%C3%A1mide/data=!4m7!3m6!1s0x85d1ffccc3cd4ab5:0x44f7797d07b29453!8m2!3d19.389889!4d-99.1444924!16s%2Fg%2F11g0lqv15m!19sChIJtUrNw8z_0YURU5SyB31590Q?authuser=0&hl=en&rclk=1
Truper Ferretería.,,,,,3.4,https://www.google.com/maps/place/Truper+Ferreter%C3%ADa./data=!4m7!3m6!1s0x85d1fe5380cc6f61:0x2f9d60660efa3c45!8m2!3d19.3799119!4d-99.1424775!16s%2Fg%2F11csq7lz8j!19sChIJYW_MgFP-0YURRTz6DmZgnS8?authuser=0&hl=en&rclk=1
Ferretería Ferre Outlet Mexvla Truper,,+52 55 2243 3575,525522433575,,4.0,https://www.google.com/maps/place/Ferreter%C3%ADa+Ferre+Outlet+Mexvla+Truper/data=!4m7!3m6!1s0x85d1f9451d757ebf:0xa178df2d29104e79!8m2!3d19.4764319!4d-99.1562746!16s%2Fg%2F11jm5fl80y!19sChIJv351HUX50YUReU4QKS3feKE?authuser=0&hl=en&rclk=1
Ferretería Luca,,+52 55 3946 5128,525539465128,,1.4,https://www.google.com/maps/place/Ferreter%C3%ADa+Luca/data=!4m7!3m6!1s0x85d1ff09b5c6d6c9:0x5956f7212e81ec93!8m2!3d19.4097064!4d-99.1670841!16s%2Fg%2F11h3cb446c!19sChIJydbGtQn_0YURk-yBLiH3Vlk?authuser=0&hl=en&rclk=1
El Imán de Narvarte S.A. de C.V.,,+52 55 5538 5337,525555385337,,4.1,https://www.google.com/maps/place/El+Im%C3%A1n+de+Narvarte+S.A.+de+C.V./data=!4m7!3m6!1s0x85d1ff038c9d30b7:0x65294487b4461226!8m2!3d19.3929325!4d-99.1507824!16s%2Fg%2F1tgh7xl0!19sChIJtzCdjAP_0YURJhJGtIdEKWU?authuser=0&hl=en&rclk=1
